rule,Def,num,support1,confidence1,lift1,support2,confidence2,lift2,support3,confidence3,lift3,support4,confidence4,lift4,support5,confidence5,lift5,support6,confidence6,lift6,support7,confidence7,lift7
"P1, D-1, Alc0->I4","ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->injury=Fatal Injury (K)",4,,,,,,,0.082725061,0.704142012,1.541717327,0.081108947,0.729896907,1.615024107,0.076402321,0.727737973,1.601780885,,,,,,
"N1, A1, S1, P1->I4","numfatal=1, atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",5,0.156501427,0.542428786,1.221495097,,,,,,,,,,,,,,,,0.155640916,0.527737578,1.203395763
"N1, A1, D-1, P1->I4","numfatal=1, atmcond=Clear, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",5,0.106843153,0.53555941,1.206025954,,,,,,,,,,,,,0.11141472,0.508038585,1.158299387,0.108194622,0.514546685,1.173316674
"D-1, S1, Alc1->A1, I4","druginv=Blank, gender=Male, alcres=Yes->atmcond=Clear, injury=Fatal Injury (K)",5,0.059953283,0.595872743,1.763813837,,,,,,,,,,,,,,,,0.062455541,0.634851772,1.861649187
"D-1, P1, Alc1->N1, S1, I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->numfatal=1, gender=Male, injury=Fatal Injury (K)",6,0.051215503,0.60593654,2.201137797,,,,,,,,,,,,,,,,0.052283397,0.609452736,2.233494934
P1->I4,ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K),2,0.28082014,0.503724395,1.1343367,,,,,,,,,,,,,,,,,,
"A1, S1, P1, Alc1->N1, I4","atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",6,0.069988753,0.690862511,1.86755841,,,,,,,,,,,,,0.051035699,0.681176471,1.814498018,0.070280267,0.70070922,1.911247616
"N1, S1, P1, Ag5->I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",5,0.075785103,0.553729456,1.246943072,0.096407052,0.514898689,1.13966956,0.104854594,0.513038549,1.123296731,0.105395807,0.516563728,1.142987271,0.100365356,0.520914668,1.146554376,0.09052446,0.504916421,1.151181028,0.0789586,0.535197686,1.220406985
"S1, Alc0->A1, I4","gender=Male, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",4,0.078380483,0.552776083,1.636245517,0.110020085,0.521693122,1.566827666,,,,0.10929087,0.515397083,1.55188035,0.101869761,0.520593081,1.532143962,0.093080652,0.515121951,1.554270887,0.077962726,0.532297232,1.560916663
"S1, P1, Alc1->A1, I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->atmcond=Clear, injury=Fatal Injury (K)",5,0.076563717,0.569864778,1.686828929,,,,,,,,,,,,,0.056765095,0.595194085,1.795871515,0.077109119,0.603563474,1.769898899
"S1, D-1, P1, Ag5->I4","gender=Male, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",5,,,,0.057353269,0.55687974,1.232589832,,,,,,,,,,0.054914059,0.552795031,1.260341565,,,
"D-1, F12, Alc0->I4","druginv=Blank, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",4,,,,0.053671056,0.737730061,1.632881405,0.056076932,0.71281296,1.560702349,0.056707527,0.73880597,1.634736962,0.053406404,0.755319149,1.662488174,0.053151168,0.708578143,1.615518295,,,
"D-1, Ag5, Alc0->I4","druginv=Blank, age=45+, alcres=No->injury=Fatal Injury (K)",4,,,,0.06438295,0.819602273,1.814096213,0.062796895,0.811377246,1.776508627,0.063466606,0.824404762,1.824139206,0.059853858,0.826409496,1.818960919,0.056148083,0.811464968,1.850094466,,,
"N1, Alc1->A1, I4","numfatal=1, alcres=Yes->atmcond=Clear, injury=Fatal Injury (K)",4,0.10675664,0.597578692,1.768863536,0.064940861,0.617179215,1.853605941,0.063955509,0.653254438,1.970723192,0.063924848,0.62979684,1.896342399,0.070707071,0.636979671,1.87467831,0.081974438,0.621657754,1.875720005,0.109119363,0.633360859,1.857277212
"N1, D-1, S1, Alc0->I4","numfatal=1, druginv=Blank, gender=Male, alcres=No->injury=Fatal Injury (K)",5,0.050177351,0.768211921,1.72993602,,,,,,,,,,,,,,,,,,
"A1, S1, D-1, Ag5->I4","atmcond=Clear, gender=Male, druginv=Blank, age=45+->injury=Fatal Injury (K)",5,,,,0.064940861,0.586693548,1.298579299,0.064650678,0.587368421,1.286041817,0.070111124,0.60654113,1.342077952,0.06941758,0.618773946,1.361946628,0.06460996,0.583598726,1.330572256,,,
"N1, S1, D-1, P1, Alc0->I4","numfatal=1, gender=Male, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",6,,,,0.054563713,0.709724238,1.570893707,,,,,,,,,,,,,,,
"S1, F12, Alc0->P1, I4","gender=Male, fhevent=Motor Vehicle In-Transport, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,,,,0.056014283,0.562150056,1.921429749,0.064766539,0.552371542,1.841451825,0.060258907,0.547346514,1.8707078,0.055663013,0.556989247,1.882113993,0.053327457,0.535872453,1.884523554,,,
"A1, P1, D-1, Ag5->I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, age=45+->injury=Fatal Injury (K)",5,,,,,,,0.058741745,0.548701299,1.201380241,0.056936648,0.538461538,1.191439992,0.057059961,0.560718057,1.234163254,,,,,,
"A1, D-1, Ag5->I4","atmcond=Clear, druginv=Blank, age=45+->injury=Fatal Injury (K)",4,0.075525564,0.54358655,1.224102267,0.095960723,0.570291777,1.262275848,0.096976017,0.570163488,1.248371655,0.099667774,0.57312253,1.268133476,0.100687728,0.587092732,1.292214986,0.094226532,0.560566335,1.2780597,0.080381278,0.552567237,1.260014634
"N1, D-1, Alc0->I4","numfatal=1, druginv=Blank, alcres=No->injury=Fatal Injury (K)",4,0.072324596,0.781308411,1.759428,0.110131667,0.78085443,1.728332281,0.105781485,0.769814503,1.685507096,0.110092794,0.800166528,1.770507889,0.100687728,0.7907173,1.740400944,0.095813134,0.77311522,1.762659199,0.071560677,0.76443769,1.743141127
"S1, D-1, Alc0->A1, I4","gender=Male, druginv=Blank, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",5,,,,0.062486052,0.569105691,1.709224264,0.060827251,0.540679712,1.631110308,0.06415397,0.576725026,1.736541135,0.060391145,0.607567568,1.788116314,0.056059938,0.582951421,1.75893188,,,
"S1, D-1, Alc1->I4","gender=Male, druginv=Blank, alcres=Yes->injury=Fatal Injury (K)",4,,,,,,,,,,,,,0.052224371,0.872531418,1.920477147,0.060114588,0.830694275,1.893936204,,,
"N1, Ag5, Alc0->I4","numfatal=1, age=45+, alcres=No->injury=Fatal Injury (K)",4,0.057703954,0.755379388,1.701038448,0.098750279,0.755764304,1.672798146,0.099177384,0.721145746,1.578946963,0.099094971,0.738684885,1.634469039,0.093488072,0.737288136,1.62280118,0.08356104,0.754176611,1.719480235,0.062455541,0.728026534,1.66011306
"A1, Ag5, Alc0->S1, I4","atmcond=Clear, age=45+, alcres=No->gender=Male, injury=Fatal Injury (K)",5,,,,0.053559473,0.500521376,1.602598276,,,,0.057624012,0.529473684,1.669716687,,,,,,,,,
"N1, A1, Alc1->P1, I4","numfatal=1, atmcond=Clear, alcres=Yes->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,0.079245609,0.590206186,2.101723136,,,,,,,,,,0.051364711,0.608142494,2.054965158,0.060202732,0.593913043,2.08863716,0.081732821,0.603149606,2.217911893
"P1, Ag3->I4","ptype=Driver of a Motor Vehicle In-Transport, age=20-30->injury=Fatal Injury (K)",3,0.080802838,0.518600777,1.167836818,,,,,,,,,,,,,,,,0.075117371,0.513868613,1.171770473
"S2, Alc0->I4","gender=Fenale, alcres=No->injury=Fatal Injury (K)",3,,,,0.070185227,0.756919374,1.675354762,0.066041015,0.734536082,1.608265076,0.065414137,0.769541779,1.702745295,0.066408769,0.746376812,1.642805726,0.060643455,0.753559693,1.718073698,,,
"F12, Alc0->I4","fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",3,0.064451942,0.644463668,1.451267395,0.096630216,0.652108434,1.443367692,0.102537365,0.625,1.368436073,0.098522167,0.642750374,1.422197215,0.095959596,0.653255304,1.437841498,0.091758484,0.637477036,1.453411771,0.061957604,0.605281445,1.38021842
"A1, D-1, S1, P1->N1, I4","atmcond=Clear, druginv=Blank, gender=Male, ptype=Driver of a Motor Vehicle In-Transport->numfatal=1, injury=Fatal Injury (K)",6,0.088242928,0.526587506,1.423485731,,,,,,,,,,,,,,,,0.08813487,0.511138614,1.394176685
"N1, A1, D-1, Alc0->P1, I4","numfatal=1, atmcond=Clear, druginv=Blank, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,,,,0.05489846,0.525641026,1.796641828,0.052369366,0.52989449,1.766519638,0.050521251,0.521893491,1.783715068,0.052116914,0.544332211,1.839344791,,,,,,
"S1, P1, Alc0->A1, I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",5,0.060126309,0.511029412,1.512673232,,,,,,,,,,,,,,,,,,
"A1, Alc1->N1, S1, I4","atmcond=Clear, alcres=Yes->numfatal=1, gender=Male, injury=Fatal Injury (K)",5,0.090665282,0.593095642,2.154491681,0.051774158,0.598709677,2.146254452,0.051905921,0.628330996,2.241887071,0.052927025,0.631147541,2.225974499,0.057704707,0.628805621,2.238586498,0.067430586,0.586656442,2.189347806,0.090980225,0.587775735,2.154054037
"N1, A1, P1, Alc1->S1, I4","numfatal=1, atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->gender=Male, injury=Fatal Injury (K)",6,0.069988753,0.659869494,2.05314441,,,,,,,,,,,,,0.051035699,0.643333333,2.103954069,0.070280267,0.65300727,2.058290629
"F12, Alc0->P1, I4","fhevent=Motor Vehicle In-Transport, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",4,0.05112899,0.511245675,1.820544903,0.08335193,0.5625,1.922625858,0.091530529,0.557909605,1.859914174,0.084431206,0.550822123,1.882586651,0.083172147,0.566203365,1.913249279,0.07968268,0.553582364,1.946804686,,,
"N1, A1, S1, Ag5->I4","numfatal=1, atmcond=Clear, gender=Male, age=45+->injury=Fatal Injury (K)",5,0.079332122,0.582962492,1.312772929,0.101874582,0.556368068,1.231457305,0.103348395,0.561006289,1.22832199,0.107457899,0.556016598,1.23028362,0.104663658,0.571260997,1.257368694,0.097576025,0.548019802,1.249454311,0.08592972,0.57606104,1.313587363
"N1, Alc1->S1, I4","numfatal=1, alcres=Yes->gender=Male, injury=Fatal Injury (K)",4,0.120598668,0.675060533,2.100410417,0.069627315,0.661717922,2.118726693,0.066272738,0.676923077,2.131529762,0.069882003,0.688487585,2.171173456,0.075435203,0.679574056,2.141590304,0.088232702,0.669117647,2.188278958,0.116019348,0.673410405,2.122601674
"S1, D-1, Alc1->N1, I4","gender=Male, druginv=Blank, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",5,,,,,,,,,,,,,,,,0.053415602,0.738124239,1.966193822,,,
"P1, D-1, Ag5->N1, I4","ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, age=45+->numfatal=1, injury=Fatal Injury (K)",5,,,,,,,0.073572008,0.508,1.283908638,,,,0.07027724,0.510140406,1.299936094,,,,,,
"A1, D-1, P1, Alc0->I4","atmcond=Clear, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",5,,,,0.060477572,0.714097497,1.580573417,,,,,,,,,,0.054208903,0.713457077,1.626641988,,,
"A1, D-1, P1, Alc1->I4","atmcond=Clear, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->injury=Fatal Injury (K)",5,,,,,,,,,,,,,,,,,,,0.052354531,0.781316348,1.781629395
"Alc1->A1, S1, I4","alcres=Yes->atmcond=Clear, gender=Male, injury=Fatal Injury (K)",4,,,,,,,0.056656239,0.531521739,2.26211249,0.056592966,0.507708119,2.156585972,0.062970127,0.520426288,2.184522794,0.075980608,0.511269276,2.177308536,0.102788448,0.520908435,2.101874508
"N1, A1, Ag5, Alc0->I4","numfatal=1, atmcond=Clear, age=45+, alcres=No->injury=Fatal Injury (K)",5,,,,0.073644276,0.757749713,1.677192622,0.069400996,0.720818291,1.578230003,0.071944094,0.739693757,1.636701346,0.069310123,0.746527778,1.643138009,0.064169238,0.773645058,1.7638672,,,
"Alc0->N1, I4","alcres=No->numfatal=1, injury=Fatal Injury (K)",3,0.122242409,0.598221846,1.617129634,0.190694042,0.627847171,1.58903314,0.186536902,0.603674541,1.525714483,0.18570283,0.624903624,1.597301239,0.174081238,0.611551529,1.558351185,0.157338034,0.602023609,1.603652933,0.122563665,0.581505231,1.586107982
"N1, S1, D-1, P1, Ag5->I4","numfatal=1, gender=Male, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",6,,,,0.053671056,0.554147465,1.226542254,,,,,,,,,,0.050418687,0.546845124,1.246776112,,,
"P1, D-1, Ag5->I4","ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, age=45+->injury=Fatal Injury (K)",4,,,,,,,0.081798169,0.5648,1.236628311,0.078474052,0.546687949,1.209642359,0.077476897,0.562402496,1.237870773,,,,,,
"A1, P1, Alc1->N1, I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",5,0.079245609,0.675516224,1.826073909,,,,,,,,,,0.051364711,0.737654321,1.879685408,0.060202732,0.683683684,1.821176659,0.081732821,0.684743743,1.867700336
"N1, A1, Alc1->I4","numfatal=1, atmcond=Clear, alcres=Yes->injury=Fatal Injury (K)",4,0.10675664,0.795103093,1.790492236,0.064940861,0.810584958,1.794137416,0.063955509,0.846625767,1.853685184,0.063924848,0.830357143,1.837309886,0.070707071,0.837150127,1.842601486,0.081974438,0.808695652,1.843780582,0.109119363,0.805249344,1.836203613
"N1, P1, Ag5->I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",4,0.097326758,0.534441805,1.20350922,0.131667039,0.514834206,1.139526835,0.138917854,0.502093802,1.099333234,0.134952457,0.50085034,1.108218661,0.132817537,0.506557377,1.114953394,0.124019392,0.507392715,1.15682684,0.100298762,0.515162587,1.17472111
"S1, P1, Alc1->N1, I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",5,0.091703435,0.682549903,1.845087543,0.0508815,0.709175739,1.79486952,,,,0.052927025,0.751219512,1.920174267,0.055448098,0.718662953,1.831291741,0.06575584,0.689463956,1.836573979,0.088490539,0.692650334,1.889266278
"D-1, S1, Alc1->I4","druginv=Blank, gender=Male, alcres=Yes->injury=Fatal Injury (K)",4,0.082879142,0.823731728,1.854961046,,,,,,,,,,,,,,,,0.082230758,0.835864064,1.906014113
"S1, P1, Alc1->N1, A1, I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->numfatal=1, atmcond=Clear, injury=Fatal Injury (K)",6,0.069988753,0.520927238,1.84989184,,,,,,,,,,,,,0.051035699,0.535120148,1.888316665,0.070280267,0.550111359,1.920880646
"A1, D0, Alc0->I4","atmcond=Clear, druginv=No(drugs not involved), alcres=No->injury=Fatal Injury (K)",4,,,,0.059138585,0.625737898,1.384999517,0.055265902,0.62190352,1.361656338,0.055103677,0.608860759,1.347210537,0.054373522,0.61185006,1.346706874,,,,,,
"Ag5, Alc0->S1, I4","age=45+, alcres=No->gender=Male, injury=Fatal Injury (K)",4,,,,,,,,,,0.077786688,0.520705521,1.642065931,,,,,,,,,
"A1, Alc1->S1, P1, I4","atmcond=Clear, alcres=Yes->gender=Male, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,0.076563717,0.500848896,2.23008952,,,,,,,,,,,,,,,,,,
"A1, P1, Ag3->I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, age=20-30->injury=Fatal Injury (K)",4,0.060126309,0.508040936,1.144057116,,,,,,,,,,,,,,,,0.05875658,0.513362337,1.170616015
"A1, S1, Alc0->I4","atmcond=Clear, gender=Male, alcres=No->injury=Fatal Injury (K)",4,0.078380483,0.710588235,1.600173273,0.110020085,0.693877551,1.535818872,0.107403545,0.684638109,1.499013577,0.10929087,0.700440529,1.549846736,0.101869761,0.704309064,1.550212902,0.093080652,0.687947883,1.568482462,0.077962726,0.686286788,1.564934252
"A1, D-1, Alc1->N1, I4","atmcond=Clear, druginv=Blank, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",5,0.062981227,0.711632454,1.923704287,,,,,,,,,,,,,,,,0.066154503,0.715384615,1.951276081
"N1, A1, D-1, P1, Ag5->I4","numfatal=1, atmcond=Clear, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",6,,,,0.053782638,0.552119129,1.222052763,,,,,,,,,,0.052710445,0.563088512,1.283810123,,,
"Ag5, Alc0->N1, A1, I4","age=45+, alcres=No->numfatal=1, atmcond=Clear, injury=Fatal Injury (K)",5,,,,0.073644276,0.511231603,1.736134001,,,,,,,,,,0.064169238,0.517045455,1.824535204,,,
"N1, D-1, P1, Alc0->S1, I4","numfatal=1, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->gender=Male, injury=Fatal Injury (K)",6,,,,0.054563713,0.520766773,1.667421158,,,,,,,,,,,,,,,
"P5->N1, I4, F8","ptype=Pedestrian->numfatal=1, injury=Fatal Injury (K), fhevent=Pedestrian",4,,,,0.061147065,0.867088608,14.18037975,0.058278299,0.836938436,14.36106489,0.061519074,0.881773399,14.33333333,0.064367075,0.852062589,13.21549075,0.055090348,0.848032564,15.36889687,0.051216389,0.839160839,16.36189054
"A1, P1, Alc1->N1, S1, I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->numfatal=1, gender=Male, injury=Fatal Injury (K)",6,0.069988753,0.59660767,2.167249545,,,,,,,,,,,,,0.051035699,0.57957958,2.162937609,0.070280267,0.588796186,2.157793739
"N1, S1, P1, D-1, Alc0->I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->injury=Fatal Injury (K)",6,,,,,,,0.055613486,0.697674419,1.527556547,0.053958071,0.720183486,1.593531471,0.051901999,0.728506787,1.603473075,,,,,,
"A1, Alc0->S1, I4","atmcond=Clear, alcres=No->gender=Male, injury=Fatal Injury (K)",4,,,,,,,,,,0.10929087,0.505564388,1.594317754,,,,,,,,,
"A1, S1, F12, Alc0->I4","atmcond=Clear, gender=Male, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",5,,,,,,,0.051094891,0.615921788,1.348559348,,,,,,,,,,,,
"D-1, P1, Ag5->I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",4,0.057703954,0.576490925,1.29819961,0.078777059,0.56076251,1.241183901,,,,,,,,,,0.074834729,0.558920342,1.27430693,0.058614312,0.564770391,1.287841387
"D-1, S1, Alc0->N1, I4","druginv=Blank, gender=Male, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,0.050177351,0.649496081,1.755735546,,,,,,,,,,,,,,,,,,
"N1, Alc1->S1, P1, I4","numfatal=1, alcres=Yes->gender=Male, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,0.091703435,0.513317191,2.285606092,,,,,,,0.052927025,0.521444695,2.32942208,,,,,,,0.088490539,0.513625103,2.376741837
"P5->I4, F8","ptype=Pedestrian->injury=Fatal Injury (K), fhevent=Pedestrian",3,,,,0.061816559,0.876582278,14.18037975,0.060595528,0.870216306,14.27915768,0.063122924,0.904761905,14.33333333,0.065334193,0.864864865,13.19415153,0.056324372,0.867028494,15.36943479,0.052425665,0.858974359,16.36241401
"F12, Alc0->N1, I4","fhevent=Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",4,,,,0.080116046,0.540662651,1.368375791,0.083651952,0.509887006,1.288677817,0.08156719,0.532137519,1.360184012,0.077476897,0.527432334,1.34399926,0.07368885,0.511941212,1.363694073,,,
"D-1, S1, P1->N1, I4","druginv=Blank, gender=Male, ptype=Driver of a Motor Vehicle In-Transport->numfatal=1, injury=Fatal Injury (K)",5,0.115321395,0.518072289,1.400467163,,,,,,,,,,,,,,,,0.111964718,0.503357851,1.372953952
"D-1, Ag5, Alc0->N1, I4","druginv=Blank, age=45+, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,,,,0.057799598,0.735795455,1.862241984,0.055034179,0.711077844,1.79716336,0.056134723,0.729166667,1.863805515,0.052116914,0.71958457,1.833640199,,,,,,
"N1, A1, S1, Alc1->I4","numfatal=1, atmcond=Clear, gender=Male, alcres=Yes->injury=Fatal Injury (K)",5,0.090665282,0.800611154,1.802895836,0.051774158,0.795883362,1.761597108,0.051905921,0.845283019,1.85074524,0.052927025,0.836956522,1.851912162,0.057704707,0.83775351,1.843929557,0.067430586,0.806962025,1.83982801,0.090980225,0.812579416,1.852918317
"N1, A1, S1, Ag4->I4","numfatal=1, atmcond=Clear, gender=Male, age=30-45->injury=Fatal Injury (K)",5,0.050696427,0.503869304,1.13466302,,,,,,,,,,,,,,,,,,
R4->I4,rfun=Rural-Major Collector->injury=Fatal Injury (K),2,0.056492776,0.547818792,1.233632849,0.053447891,0.533407572,1.180636864,0.066620322,0.50795053,1.112156526,0.057509451,0.510681587,1.129972008,0.059531485,0.52913085,1.164638527,0.053239312,0.503753128,1.148528785,0.057618438,0.540720961,1.233001666
"S1, Ag5, Alc0->N1, I4","gender=Male, age=45+, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,,,,0.067060924,0.678329571,1.716800231,0.069400996,0.646170442,1.633117742,0.070454806,0.652866242,1.66877582,0.062647754,0.639254386,1.628943405,0.055090348,0.644329897,1.71634719,,,
"P1, Alc0->N1, I4","ptype=Driver of a Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",4,0.088588978,0.555615844,1.501955926,0.140035706,0.578341014,1.463736844,0.139844746,0.555964993,1.405134365,0.133921411,0.571079629,1.45972301,0.127337202,0.560283688,1.427710843,0.115381225,0.55,1.465073961,0.087281263,0.531168831,1.44881091
"N1, S1, P1->I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",4,0.200968942,0.533654951,1.201737303,,,,,,,,,,,,,,,,0.195547019,0.5185814,1.182517002
"Ag5, Alc0->N1, P1, I4","age=45+, alcres=No->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,,,,0.072528453,0.50348567,1.887176317,,,,,,,,,,,,,,,
"A1, D-1, Alc1->N1, S1, I4","atmcond=Clear, druginv=Blank, alcres=Yes->numfatal=1, gender=Male, injury=Fatal Injury (K)",6,0.052426681,0.592375367,2.151875192,,,,,,,,,,,,,,,,0.054204012,0.586153846,2.148110211
"N1, D-1, Alc1->S1, P1, I4","numfatal=1, druginv=Blank, alcres=Yes->gender=Male, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,,,,,,,,,,,,,,,,,,,0.052283397,0.50900277,2.355352515
"D-1, Ag5->I4","druginv=Blank, age=45+->injury=Fatal Injury (K)",3,0.100008651,0.543233083,1.223306293,0.132001785,0.576510721,1.276040772,0.13613718,0.582259663,1.274856203,0.137014549,0.581712062,1.287139313,0.134966688,0.577205882,1.270453628,0.126399295,0.562573558,1.282636057,0.105207,0.553932584,1.263128024
"N1, A1, Ag5, Alc0->P1, I4","numfatal=1, atmcond=Clear, age=45+, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,,,,0.054340549,0.55912744,1.911098442,0.052021782,0.540312876,1.801251616,0.051094054,0.52532391,1.795439473,,,,,,,,,
"A1, P1, Alc0->N1, I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,0.069642703,0.565706254,1.529232599,0.104440973,0.583905178,1.477819318,0.100335998,0.557630393,1.409343461,0.096345515,0.564050973,1.44175723,0.094670105,0.568020632,1.447426068,0.087439401,0.565564424,1.50653402,0.067719448,0.537549407,1.466214506
"N1, Alc0->I4","numfatal=1, alcres=No->injury=Fatal Injury (K)",3,0.122242409,0.700545364,1.577557738,0.190694042,0.703292181,1.556657082,0.186536902,0.684814972,1.499400818,0.18570283,0.708169506,1.566948446,0.174081238,0.693493151,1.526406637,0.157338034,0.684432515,1.560467622,0.122563665,0.674363992,1.537746797
"A1, Ag5->I4","atmcond=Clear, age=45+->injury=Fatal Injury (K)",3,0.125702915,0.542974589,1.222724191,0.159004686,0.548921418,1.214974992,0.160699803,0.541585318,1.185799818,0.164165426,0.542186909,1.199683023,0.165484634,0.556962025,1.225896076,0.153547818,0.536991369,1.224310104,0.132878077,0.538173437,1.227192567
"A1, Ag5, Alc0->I4","atmcond=Clear, age=45+, alcres=No->injury=Fatal Injury (K)",4,0.052945757,0.773704172,1.742304018,0.081231868,0.759124088,1.680234644,0.077627158,0.725893824,1.589342871,0.080765265,0.742105263,1.642037222,0.080270793,0.758375635,1.669215623,0.072014103,0.77661597,1.77064071,0.054701949,0.73168411,1.668453402
"Ag5, S2->I4","age=45+, gender=Fenale->injury=Fatal Injury (K)",3,,,,0.068734657,0.541300527,1.19810702,0.070559611,0.513490725,1.12428677,0.065299576,0.516304348,1.142413347,0.06855792,0.512449799,1.127922855,0.063816659,0.508070175,1.158371411,,,
"P1, Alc1->S1, I4","ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->gender=Male, injury=Fatal Injury (K)",4,0.101738905,0.655153203,2.038469954,0.055679536,0.643870968,2.061583284,0.052601089,0.651362984,2.051044844,0.056707527,0.669824087,2.11231736,0.06017623,0.65344224,2.059239244,0.072631115,0.642244739,2.100393936,0.097880211,0.6496695,2.047769916
"N1, D-1, S1, Ag5->I4","numfatal=1, druginv=Blank, gender=Male, age=45+->injury=Fatal Injury (K)",5,0.058915131,0.593722755,1.33700396,,,,,,,,,,,,,,,,0.062455541,0.591245791,1.348213031
"P1, Ag5, Alc0->I4","ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->injury=Fatal Injury (K)",4,,,,0.079669717,0.696585366,1.541812311,0.081450585,0.660093897,1.44527408,0.078932295,0.676817289,1.497576201,0.075757576,0.678537055,1.493487661,0.069193477,0.698398577,1.592309455,,,
"S1, F12, Alc0->N1, I4","gender=Male, fhevent=Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,,,,0.052666815,0.528555431,1.337733345,,,,0.056592966,0.514047867,1.313945484,0.051257253,0.512903226,1.306976292,,,,,,
"N1, A1, F12, Alc0->P1, I4","numfatal=1, atmcond=Clear, fhevent=Motor Vehicle In-Transport, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,,,,0.053001562,0.570228091,1.949040486,0.056076932,0.569411765,1.898259151,0.051781418,0.553243574,1.89086263,0.051579626,0.581113801,1.963632911,0.051564566,0.580357143,2.040964596,,,
